salary,tenureMonths,engagementScore,performanceScore,absenteeismDays,overtimeHours,lastPromotionMonths,trainingHours,attrition
53552.34,96,3.23,5.0,6,0.2,17,22.9,0
53535.27,13,2.72,3.59,2,1.1,13,53.9,0
82137.4,41,4.3,3.45,2,4.8,18,29.2,0
68598.13,50,3.23,3.6,7,3.0,7,16.9,0
75225.47,62,2.86,3.27,2,2.7,1,33.5,0
88192.21,50,3.44,2.8,7,0.5,2,46.9,0
52442.71,23,2.04,4.94,2,2.1,7,54.3,0
46868.7,12,5.0,3.22,7,3.7,5,43.6,0
38790.85,26,2.33,2.43,7,0.4,23,38.7,0
43037.87,49,3.64,3.39,6,0.3,10,29.8,0
194782.29,22,3.25,3.75,7,3.4,16,19.1,0
98505.91,68,4.14,3.35,7,4.1,5,80.4,0
34876.56,29,3.34,3.47,4,1.5,29,69.2,0
35278.07,21,2.69,3.39,4,2.0,21,24.7,0
72601.9,44,1.71,3.8,2,8.0,3,29.7,1
74526.19,27,1.78,4.07,3,10.2,27,51.3,0
74574.47,24,3.01,3.37,4,2.0,18,19.6,0
54069.08,89,4.3,5.0,5,2.2,17,85.3,0
56943.7,22,1.86,4.23,3,8.9,17,33.0,1
68264.95,25,4.68,3.5,4,18.2,4,20.5,0
61967.0,44,4.07,2.58,2,1.9,27,40.6,0
24643.78,67,2.12,3.58,6,7.8,51,47.0,1
54615.89,42,2.33,4.07,4,3.3,10,27.0,0
42592.67,34,2.41,4.08,3,1.5,15,31.4,0
64220.94,95,3.44,2.2,7,5.7,4,37.0,0
197620.46,25,3.16,3.58,5,3.1,25,32.0,0
69354.94,25,3.13,3.16,9,1.6,6,11.3,0
52816.99,22,2.8,4.55,7,0.6,20,15.4,0
86571.04,40,3.34,3.59,3,10.1,25,33.0,1
72625.77,18,3.87,1.9,4,10.5,11,17.8,0
70829.99,15,3.1,3.76,8,0.4,15,61.5,1
76323.81,25,2.67,2.14,7,5.4,1,92.3,0
136300.52,10,3.99,3.82,5,0.9,10,45.6,0
38087.62,37,3.02,5.0,3,5.2,19,10.3,0
72363.18,40,3.64,4.45,6,11.9,36,4.5,0
41334.28,44,3.12,3.68,2,1.5,5,22.4,1
74772.47,52,4.07,3.04,11,2.1,15,40.6,0
41461.7,26,4.19,4.39,4,7.9,26,50.7,0
50668.17,63,4.16,3.95,7,6.6,7,10.0,0
53208.0,59,2.76,3.31,7,2.6,15,31.8,0
88461.85,16,2.75,3.12,6,9.4,7,13.1,1
86455.21,31,3.9,2.87,7,12.7,2,5.8,0
36377.77,5,3.15,3.76,4,3.0,5,36.5,0
61204.36,63,3.17,3.21,2,0.2,15,34.0,0
45078.83,51,2.64,3.62,8,3.6,44,41.7,0
36192.17,72,4.33,4.15,5,6.7,55,32.7,0
54895.86,11,4.03,3.19,5,1.2,11,7.6,0
52923.72,42,3.1,3.95,3,0.5,8,40.3,0
158053.14,23,2.68,4.36,4,1.7,2,24.8,0
71195.43,7,2.65,3.78,2,0.1,5,22.6,0
34508.23,56,3.31,3.99,7,6.3,27,27.1,0
47767.0,14,3.51,3.78,6,0.8,14,5.4,0
90089.0,39,2.51,3.51,1,6.4,16,48.6,0
138050.81,23,2.2,4.09,4,1.3,23,29.9,0
31748.69,35,3.26,4.63,6,24.2,29,60.0,1
28226.89,52,3.89,4.1,7,3.8,20,48.1,1
126549.15,35,3.26,3.36,6,0.2,7,22.3,0
69971.67,17,3.0,3.38,4,7.4,12,76.3,1
42305.95,90,2.3,3.41,4,2.6,3,61.0,1
74150.47,26,2.69,4.16,10,4.7,16,20.2,0
20862.34,20,3.9,3.13,5,15.1,8,28.5,0
59955.04,30,2.2,2.78,8,3.6,3,48.0,1
68263.36,11,4.62,3.83,8,8.2,11,18.3,0
86656.56,21,3.27,3.52,3,1.8,12,21.9,0
39912.37,27,1.93,4.54,6,6.3,17,8.2,0
61961.89,37,3.6,1.92,7,0.5,23,10.9,0
41350.1,33,3.56,3.65,6,11.2,11,13.9,0
66313.81,42,2.85,3.22,5,1.1,4,30.7,0
41850.6,31,3.95,4.07,6,1.8,31,51.9,0
50856.32,59,2.7,3.3,2,15.9,37,19.2,1
40202.07,47,3.71,3.1,4,0.8,8,46.5,0
77687.88,40,3.17,4.16,4,1.5,20,18.8,1
84404.88,64,2.97,4.4,2,4.3,41,39.6,0
54510.67,64,4.27,3.43,3,19.7,21,25.7,0
60796.97,34,3.99,3.45,5,5.9,12,11.8,0
33542.33,25,2.31,4.39,5,0.6,11,48.5,0
53110.47,36,3.5,4.31,5,6.9,3,48.7,0
58683.75,29,4.71,4.22,8,2.8,5,4.7,0
170811.73,25,4.3,3.22,3,24.4,9,35.2,0
38376.98,35,2.47,3.04,3,5.0,12,37.6,1
107545.67,40,4.48,4.65,5,3.8,12,32.8,0
89209.56,45,3.94,3.93,1,4.1,45,22.7,0
66987.05,70,2.36,2.98,5,5.1,12,14.0,1
120988.19,37,3.37,3.43,5,6.6,11,30.9,0
69483.33,31,3.58,3.56,3,0.4,11,4.4,0
69958.93,55,2.34,3.43,4,0.7,6,15.4,1
58615.34,19,3.76,3.3,5,1.8,19,36.8,0
97677.6,10,5.0,4.36,4,3.3,10,52.9,0
92835.81,42,4.29,3.87,8,1.9,12,66.0,0
46617.4,26,3.33,5.0,3,1.2,3,12.7,0
35323.41,27,2.97,4.4,5,13.0,27,17.8,1
55204.94,18,3.46,3.6,7,0.2,18,42.6,0
43476.88,61,2.42,4.49,8,14.0,15,49.1,1
58371.92,10,2.82,3.75,5,11.9,1,76.1,0
98220.99,44,1.63,5.0,1,5.8,11,41.9,0
49865.23,32,3.55,3.28,4,0.2,8,35.0,0
58857.27,73,2.93,3.82,3,1.3,26,33.3,0
61280.02,55,3.69,3.08,4,19.3,31,14.7,0
84067.25,15,3.3,3.23,4,11.8,10,8.1,1
24373.32,47,2.39,3.26,1,16.7,5,41.6,0
46972.61,41,3.36,4.37,3,27.8,8,39.5,0
65154.29,30,2.63,3.65,10,0.3,25,7.9,1
96764.12,45,4.52,1.78,2,4.2,20,15.3,0
49179.84,21,2.53,3.57,4,9.0,17,79.7,1
28264.98,34,2.82,2.82,5,1.9,29,10.3,0
76717.46,32,2.39,3.19,8,2.9,29,9.1,0
46437.15,19,2.32,4.31,4,1.7,19,11.2,0
37202.58,26,3.22,2.56,2,0.2,17,37.0,0
46642.24,23,2.2,2.64,2,0.4,18,38.2,0
55613.98,40,3.05,2.34,5,0.1,20,62.9,0
47009.37,63,3.54,3.23,4,3.7,17,42.1,0
24779.54,13,2.86,2.32,4,4.8,6,19.9,1
85718.72,40,1.44,2.38,7,1.8,40,6.2,1
99702.9,23,4.27,3.34,5,8.7,7,28.9,0
77699.86,53,3.41,3.72,3,10.9,14,78.0,0
37984.21,40,3.42,2.86,2,0.8,10,19.5,0
55237.83,11,3.01,3.75,4,0.3,9,42.4,0
59718.16,35,3.85,3.58,5,1.9,35,21.5,1
76078.25,29,3.95,3.88,4,6.2,29,39.9,0
78224.35,14,4.03,2.77,3,3.5,14,33.5,0
44637.54,23,3.41,4.89,5,3.3,14,39.4,0
61870.47,34,2.1,2.7,4,0.8,8,19.5,0
71891.42,23,3.52,3.06,7,2.2,9,18.7,0
107186.86,57,3.41,3.86,8,16.0,13,13.7,1
79364.2,29,2.76,3.58,5,2.1,28,26.1,0
82094.2,22,2.56,4.09,3,4.5,17,39.1,0
61915.8,36,3.63,3.28,7,0.3,28,33.9,0
105259.46,38,3.14,2.64,8,0.3,38,24.3,0
70537.88,53,2.89,2.43,7,2.8,41,40.4,1
42428.04,33,4.54,4.75,6,4.6,16,42.9,0
104961.4,37,3.74,3.29,6,2.3,37,48.7,0
79154.85,26,3.55,3.38,1,1.0,6,22.1,0
50150.43,74,4.17,4.76,3,6.7,23,23.4,0
49424.56,40,3.46,3.16,3,0.8,11,61.5,1
67415.5,35,2.64,3.52,4,5.5,35,56.0,1
72061.41,23,2.89,2.78,2,15.7,23,47.1,1
64790.67,57,3.79,2.58,10,3.2,10,10.7,0
67813.97,10,3.7,4.82,4,1.1,10,27.4,0
118182.22,36,3.56,4.83,4,9.2,16,53.1,0
91914.79,21,2.29,4.21,7,3.5,11,48.7,0
64618.38,50,3.85,4.19,3,12.8,29,33.0,0
87249.25,39,3.15,4.03,4,6.4,16,31.8,1
39616.08,35,3.68,2.98,5,2.8,31,16.4,0
70204.72,16,2.54,3.7,7,4.8,10,14.3,0
123466.18,31,4.77,3.15,6,0.9,14,17.5,0
54873.27,39,3.4,1.69,4,2.4,9,16.9,1
42656.99,54,2.87,4.28,4,4.5,29,24.8,0
46127.49,42,3.72,3.89,6,4.5,8,50.3,0
38721.36,50,3.89,2.58,2,4.4,10,12.0,0
43743.37,12,3.71,3.25,3,6.8,11,12.4,0
51626.83,35,2.4,4.24,6,0.6,18,28.4,0
34124.58,55,4.11,3.59,2,0.4,27,62.5,0
60249.37,6,2.92,2.31,4,0.8,6,17.7,0
85897.57,28,3.19,2.65,4,7.9,9,26.9,0
41643.37,40,1.43,4.8,6,0.3,8,39.4,0
109942.59,59,2.83,3.55,5,1.3,41,25.1,0
73446.82,34,2.82,4.24,4,1.5,16,35.5,0
90421.04,32,3.56,4.79,5,5.2,6,45.0,0
46021.6,38,2.78,3.18,9,2.6,26,45.3,0
84272.43,40,1.9,3.75,9,1.1,27,14.9,0
38685.74,18,3.4,2.12,8,3.0,7,28.8,0
85485.24,23,3.0,3.08,7,5.8,7,14.3,0
64134.37,9,2.62,3.9,6,7.7,9,40.3,0
74704.86,21,3.27,3.37,5,0.7,21,63.7,0
37412.58,15,1.78,3.82,3,6.3,10,28.1,0
41855.23,18,3.7,4.15,4,0.0,11,43.7,1
76030.61,95,3.05,3.89,6,6.4,23,31.2,1
40972.68,57,2.99,3.73,2,5.4,7,30.0,0
72062.03,16,3.96,3.63,5,3.2,16,9.6,0
34653.18,13,2.77,3.1,2,0.7,13,59.1,1
84058.62,22,3.41,2.85,0,7.2,3,39.9,1
36570.26,13,3.1,4.45,9,0.4,13,29.4,0
74676.44,37,5.0,4.05,2,11.3,4,35.6,0
76899.32,37,3.59,2.95,6,7.4,32,26.6,0
45310.37,18,2.29,3.54,5,6.8,14,4.3,1
75569.7,47,4.6,2.53,6,7.0,19,21.3,0
66448.13,47,4.03,3.17,7,0.3,6,54.2,0
48265.06,20,3.24,3.87,6,23.0,20,21.8,1
39997.74,17,2.85,3.68,4,9.8,17,37.5,1
27308.4,25,2.14,3.58,5,3.5,7,12.9,1
68862.02,44,3.54,2.88,7,6.4,12,32.6,0
32018.81,91,2.66,2.74,4,6.7,19,78.6,1
62201.7,43,2.5,4.16,2,8.9,16,14.9,1
53885.72,15,3.82,4.69,5,1.5,15,23.4,0
78563.08,38,4.44,3.88,6,2.3,19,35.4,0
53060.17,34,2.82,3.38,6,8.0,11,27.5,0
52481.76,33,3.84,4.36,4,7.3,26,13.5,1
80237.66,13,3.37,2.91,2,3.7,6,41.7,1
68461.25,38,3.49,4.24,5,2.5,15,106.8,0
67945.58,31,2.55,3.08,5,17.3,9,14.9,1
72236.95,14,3.03,3.12,5,2.7,13,53.6,0
32395.38,78,2.32,3.27,2,7.2,16,46.4,0
81041.4,13,2.22,3.43,6,2.7,13,8.4,1
76495.52,41,3.61,4.14,4,1.9,12,36.6,0
39867.9,29,2.78,2.59,1,5.1,19,56.7,0
54304.8,25,2.47,3.08,5,8.2,7,11.8,1
58940.11,63,2.23,3.65,8,19.9,9,18.9,1
56738.1,53,1.99,3.89,8,0.8,16,37.5,1
68428.45,29,1.63,2.31,5,10.4,8,29.6,1
106143.44,19,3.29,2.95,7,3.7,7,51.6,0
92291.44,24,1.1,2.28,8,0.6,3,15.5,0
35422.85,26,3.58,3.01,1,7.9,9,27.0,1
76789.87,54,3.57,3.19,4,2.0,6,49.5,0
101882.28,39,3.12,3.85,5,10.1,10,26.4,0
69893.18,55,3.26,1.9,1,0.9,27,31.9,0
92632.21,13,2.97,3.96,7,6.2,13,9.0,1
133907.99,57,3.38,3.14,3,1.8,26,11.6,1
90172.86,68,3.37,3.26,3,1.5,35,40.4,0
66152.86,19,4.24,4.18,3,0.3,9,47.0,0
90947.29,50,4.43,4.44,9,3.3,12,41.4,0
63446.68,65,4.4,3.04,4,2.5,36,48.5,0
60449.36,22,2.56,3.04,3,0.3,18,31.0,0
52022.64,15,3.81,3.25,1,1.3,6,61.4,0
111900.5,36,3.6,3.03,5,3.3,6,18.9,0
43158.24,8,2.68,2.5,4,8.3,3,6.1,1
110519.48,57,2.49,3.48,5,13.3,0,23.4,0
73126.47,18,2.9,3.04,8,3.6,5,61.2,0
34210.15,27,2.35,3.57,2,2.6,2,34.8,0
69359.59,47,2.09,4.7,2,15.5,9,22.1,0
25848.02,43,3.6,3.43,2,16.5,15,32.6,0
76895.54,46,3.23,2.97,1,1.1,31,38.3,0
85313.89,19,3.22,3.31,8,3.8,19,24.3,0
47242.9,38,3.94,3.59,11,8.6,3,40.5,0
62907.4,51,3.04,3.38,2,8.6,38,65.2,0
130831.17,22,3.86,3.11,3,5.8,22,62.4,0
48908.25,81,2.61,2.34,2,3.2,40,50.2,0
39200.19,28,2.6,3.94,7,2.6,10,72.0,0
108300.53,8,3.21,2.87,9,8.2,8,13.5,0
131273.06,28,4.9,4.52,4,1.3,14,37.3,0
59962.72,64,4.23,3.24,4,2.8,4,92.2,0
89732.22,17,4.08,3.14,5,4.2,17,19.6,0
102394.71,16,2.1,3.17,2,8.9,8,26.3,0
44489.4,40,3.32,3.61,7,2.3,7,72.5,0
49309.78,15,3.86,2.89,4,4.0,15,51.1,0
97963.46,15,4.87,3.03,6,1.6,11,14.3,0
117477.92,18,1.85,3.94,5,9.1,12,70.5,0
74993.17,74,3.78,2.79,5,7.7,18,46.5,0
42111.42,42,4.05,3.88,2,8.6,22,54.9,0
132564.48,33,3.56,4.08,6,0.3,6,28.4,0
48417.26,19,2.12,3.97,8,3.3,6,38.6,0
52362.44,51,3.4,3.66,5,0.7,7,13.4,0
68660.9,45,3.54,2.24,3,5.6,6,25.4,0
111487.1,77,3.34,2.65,5,1.9,25,60.3,0
84253.92,17,2.65,2.55,9,7.4,5,21.9,0
70682.0,15,2.55,3.24,2,0.3,15,20.0,0
72064.4,8,3.56,3.52,7,3.6,8,39.4,1
60925.43,43,2.66,2.67,4,0.7,15,32.0,0
74851.08,37,2.68,3.38,7,4.1,26,24.1,1
21767.56,25,3.09,3.98,8,4.7,9,22.5,0
53175.71,8,3.33,2.8,3,3.1,8,27.4,1
65941.86,69,4.03,2.93,3,1.6,35,6.1,0
37782.24,35,2.24,4.33,7,0.2,7,17.1,0
69879.62,61,2.16,2.85,6,5.4,16,47.4,0
55172.04,64,2.89,3.74,8,10.2,5,37.8,0
120836.09,42,1.76,4.37,8,6.6,41,31.0,1
112331.31,46,3.67,2.67,4,11.2,46,15.6,0
49695.9,21,1.61,2.73,5,13.3,13,34.0,0
56368.45,34,3.77,3.34,6,3.0,18,36.7,0
58129.06,55,4.09,3.55,3,6.0,22,22.5,0
49977.9,18,3.41,3.05,4,2.5,18,9.3,0
64731.94,53,1.71,4.88,6,12.6,53,35.7,1
44209.15,51,3.28,3.88,5,4.1,9,20.1,0
38091.78,50,2.56,2.94,5,7.0,28,29.9,0
76809.57,32,2.24,2.54,6,0.1,0,23.8,0
77019.34,19,3.66,3.46,6,4.3,4,11.3,0
43402.56,81,3.81,3.81,4,6.8,17,9.7,0
85660.08,66,4.23,4.79,9,1.5,8,42.9,0
46507.5,33,2.97,3.55,6,0.1,33,31.4,1
66254.99,37,3.34,3.33,0,6.8,2,55.6,0
83128.06,27,4.53,2.82,2,2.1,13,53.2,0
59074.52,8,4.88,3.76,5,2.8,8,14.7,0
71818.43,30,4.06,4.21,1,4.1,6,18.8,0
48699.7,42,2.92,2.25,5,0.6,20,27.6,0
55348.97,22,3.21,3.55,3,0.5,17,8.1,1
55141.41,26,3.06,2.79,5,16.2,26,20.1,1
44416.6,26,3.76,2.55,7,2.1,8,67.6,0
55786.68,34,2.54,4.69,7,1.5,9,51.0,0
32226.77,27,3.46,4.12,6,0.2,9,45.6,0
49194.57,18,3.46,3.08,6,1.0,18,70.7,0
53425.84,34,3.51,3.39,1,2.8,19,4.2,0
54042.61,41,2.38,3.28,7,2.1,18,46.2,1
54360.93,36,3.4,2.71,6,2.8,30,46.3,0
58413.03,8,4.62,3.12,5,6.1,5,33.4,0
72531.53,46,2.83,4.05,3,5.1,4,11.7,0
84949.04,14,3.41,3.1,6,3.4,14,88.2,0
46170.39,41,1.73,3.82,3,8.4,16,52.6,0
37001.72,42,3.4,3.11,3,9.7,22,67.7,1
39465.5,11,3.37,2.67,7,4.5,11,43.2,0
49272.37,52,3.29,4.34,4,0.6,32,17.0,1
52012.09,81,3.78,2.01,3,2.6,35,14.4,0
44002.49,26,2.98,4.75,5,5.0,26,56.0,1
35651.74,41,4.14,4.2,5,0.3,24,18.4,0
49888.79,24,2.49,3.63,4,0.1,7,32.5,1
64380.79,14,4.35,3.19,6,14.8,9,22.5,0
75963.77,55,3.37,3.24,3,6.5,5,43.0,0
47907.66,41,3.14,3.64,3,0.8,31,29.1,1
50756.8,20,2.05,3.63,8,2.9,20,87.6,0
41329.04,15,2.31,2.83,3,1.1,9,92.7,0
59125.9,83,3.48,3.55,8,0.1,17,38.8,0
42643.43,12,2.63,3.68,4,2.5,8,15.5,1
75301.18,45,4.0,3.29,7,5.2,12,17.4,0
29309.1,35,3.43,5.0,3,15.4,28,19.1,1
51851.97,49,2.06,3.41,3,7.3,17,14.9,0
67537.81,71,3.81,2.27,3,1.3,6,34.0,0
64442.83,3,3.07,2.79,7,2.0,3,13.3,0
175819.55,16,3.16,3.99,7,3.7,16,27.8,0
68866.15,29,4.04,2.99,3,1.1,10,32.0,0
40069.8,74,2.08,2.8,0,8.9,17,27.2,0
57630.91,24,2.3,4.48,3,0.9,5,98.1,0
29422.1,21,3.46,3.62,5,1.7,9,32.4,0
57974.59,5,1.84,3.08,2,4.3,5,28.6,1
42906.46,20,2.71,1.56,7,0.7,15,54.9,1
86349.31,44,3.98,3.93,6,4.9,40,35.5,0
48058.96,29,3.11,3.51,5,14.4,29,58.2,1
57141.94,20,2.1,4.41,4,5.9,4,23.9,1
46433.52,84,3.35,2.73,9,8.4,23,43.0,1
120035.23,26,2.88,3.24,6,2.9,22,36.3,0
52654.28,34,2.64,3.71,4,2.3,34,24.2,1
124619.8,19,5.0,4.38,5,2.0,19,18.9,0
82922.42,14,3.66,3.68,10,5.4,12,39.6,0
72607.73,47,2.97,3.0,4,3.7,14,81.7,0
69389.67,9,3.92,4.41,3,3.2,9,75.5,0
70088.84,42,2.97,3.28,7,0.5,33,55.4,0
27692.89,2,2.79,3.63,10,5.6,2,50.7,1
53554.05,38,3.44,4.03,5,6.5,18,32.0,0
83957.26,15,3.61,4.59,3,1.1,2,16.6,0
58714.45,17,3.94,3.76,3,7.1,0,9.8,1
34129.73,26,4.34,5.0,5,10.6,26,40.0,0
58632.14,13,4.15,3.44,8,1.0,5,78.8,0
118378.48,7,3.89,3.71,5,3.0,7,34.7,0
98593.11,28,3.97,3.07,3,10.4,19,57.0,1
58407.43,49,4.15,3.73,4,3.3,11,37.3,0
87603.8,36,3.77,3.71,4,8.4,4,32.6,0
51709.52,59,1.93,4.23,6,1.2,7,20.8,0
30286.32,8,3.6,3.81,4,0.3,8,21.2,1
41365.96,24,4.3,3.13,5,0.3,24,31.1,0
111877.02,32,2.56,3.68,6,17.9,29,25.4,1
53658.91,18,2.89,3.03,5,0.9,7,52.0,0
54319.93,33,3.15,3.88,7,10.0,11,55.5,0
53107.04,57,3.35,3.11,6,1.9,5,42.4,0
128239.47,42,2.76,2.52,6,0.2,40,82.7,0
114735.36,62,3.25,2.71,5,1.4,11,59.8,0
145439.01,37,3.61,2.68,3,3.5,5,33.8,0
56183.7,30,1.59,3.13,5,0.6,2,25.0,1
67389.86,71,3.26,2.91,4,12.8,18,40.9,0
32641.6,34,2.89,3.48,3,11.5,34,69.3,0
108095.87,80,1.83,3.23,3,0.8,8,15.7,0
37529.71,53,3.65,3.86,4,6.7,13,63.8,0
65297.58,20,3.45,3.77,5,3.1,20,18.8,0
38602.76,28,3.33,3.27,3,20.1,13,25.2,1
47308.88,71,3.69,4.37,4,0.3,56,54.1,0
42834.32,59,3.46,2.85,2,3.2,2,55.4,0
46950.54,48,2.61,4.2,2,1.7,4,29.9,0
48259.64,45,3.78,3.61,2,6.5,8,36.9,0
48083.41,12,3.92,3.22,4,0.6,12,78.9,0
83561.12,15,2.33,4.29,1,4.9,15,77.2,1
38486.19,36,3.9,3.89,6,14.8,21,32.8,1
65396.01,18,2.97,2.75,9,3.0,18,29.7,0
97458.67,27,3.69,3.75,7,3.0,17,23.5,0
48762.72,25,3.32,3.75,7,3.4,25,12.8,0
44928.72,44,3.06,4.21,3,2.7,2,32.1,0
54600.05,37,3.63,3.91,6,3.0,23,32.6,0
95979.52,56,2.93,3.96,4,3.1,27,25.6,0
64708.19,38,4.06,3.19,9,31.2,8,28.6,1
48412.55,36,4.2,3.35,7,0.6,12,13.0,0
72660.32,31,2.76,3.32,5,1.7,30,33.7,0
38525.79,61,3.07,2.38,2,1.2,15,19.1,1
78632.77,32,2.9,4.4,4,3.9,27,44.8,1
70505.28,20,3.5,2.72,4,0.0,9,28.9,0
52938.0,46,4.25,3.69,1,12.7,25,47.6,1
42811.66,29,1.87,3.27,10,3.8,21,110.9,1
41995.92,52,2.07,3.33,5,11.3,12,13.6,1
74156.05,65,3.13,3.97,7,2.1,17,15.0,0
97889.27,28,3.35,2.95,4,0.8,25,57.0,0
46401.03,64,2.45,3.82,6,1.1,30,38.4,1
71923.24,53,3.34,3.83,2,3.2,22,45.2,0
25982.78,22,2.61,2.96,8,0.2,11,7.7,1
47389.36,18,2.84,4.14,4,7.6,5,19.0,0
59134.89,17,4.22,4.46,3,7.8,17,49.2,0
41611.28,14,2.93,4.92,4,6.1,8,46.7,1
41167.21,60,2.91,3.32,5,11.3,4,9.2,0
45838.89,28,3.31,3.63,3,4.0,11,39.2,0
67297.41,77,4.07,3.68,4,3.3,8,20.3,0
55551.64,20,3.17,3.97,3,3.8,20,22.9,0
24457.87,23,2.75,4.72,3,1.0,16,26.5,0
25635.16,43,3.66,3.84,7,3.6,43,13.2,0
46969.51,75,3.85,3.86,5,3.9,33,27.0,0
71903.1,22,4.12,2.73,6,7.2,6,56.1,1
19950.27,50,3.17,4.93,9,2.1,28,22.9,0
49026.09,32,3.58,3.17,7,0.5,12,30.9,1
48508.82,43,3.83,1.64,6,4.5,9,41.7,0
104332.18,19,3.35,1.91,8,7.8,19,39.5,0
51327.98,47,4.26,3.73,3,17.5,17,22.8,0
69786.48,27,3.72,2.61,7,0.5,27,29.1,1
63354.6,24,4.71,3.54,5,6.9,7,35.6,0
25534.18,31,3.93,2.45,10,4.5,29,26.4,0
81412.4,45,1.66,3.71,5,0.1,8,31.4,1
65261.57,29,2.88,3.89,8,6.3,29,100.2,1
73372.72,24,1.91,3.62,11,0.1,8,54.7,1
287936.45,29,2.69,3.01,4,7.7,10,74.3,0
26013.08,29,2.9,4.11,4,6.4,19,37.0,0
119357.52,42,3.89,3.22,5,5.8,2,40.4,0
53370.9,25,2.85,3.37,4,0.6,17,21.4,0
67166.61,24,4.32,3.14,5,12.6,24,62.1,0
58794.0,19,2.67,3.31,5,11.5,7,8.4,0
50529.14,44,2.97,4.81,12,11.5,13,92.4,0
47670.44,34,2.21,3.5,4,2.2,21,41.7,0
68309.46,61,4.36,2.61,1,3.4,47,22.4,0
32634.67,57,4.46,2.83,7,0.6,8,49.0,0
80840.36,36,3.09,3.31,5,0.3,35,17.3,1
50691.94,30,2.02,2.94,3,0.3,27,32.5,0
38100.1,32,3.03,4.16,3,4.2,26,22.3,0
50010.83,21,3.39,2.51,3,1.9,21,25.6,1
98998.47,19,2.69,3.42,6,4.3,8,33.0,0
48332.81,17,5.0,4.21,7,4.5,10,62.8,0
69104.94,28,4.66,3.06,6,11.9,28,31.9,1
44695.03,4,1.8,3.81,8,10.7,4,14.1,0
81078.15,73,2.28,3.47,7,6.3,20,21.2,0
78763.35,85,3.57,3.48,4,8.5,11,20.2,0
125422.53,16,2.34,3.86,4,0.0,16,94.2,1
55813.69,85,3.35,2.2,5,0.1,6,20.1,0
78234.18,16,3.21,4.34,3,3.1,16,37.7,0
62269.5,32,3.17,2.17,4,5.3,22,31.6,0
100543.8,40,4.02,4.3,2,7.9,26,25.5,0
44912.3,33,4.65,3.8,4,3.0,12,18.2,0
80660.33,22,3.52,3.83,4,14.1,22,15.3,0
55388.16,22,2.23,4.63,6,8.4,9,45.6,1
58356.42,50,3.32,4.33,12,0.5,36,59.1,0
62112.4,62,2.73,4.07,4,2.9,43,14.5,1
66230.49,9,4.79,3.29,1,26.4,9,33.7,1
57154.21,37,3.75,3.25,2,2.6,28,29.9,0
65243.73,45,3.52,4.09,7,2.4,35,13.1,0
112560.62,35,3.72,3.82,3,1.7,8,21.5,0
88803.37,12,3.17,3.71,6,3.3,8,51.6,0
84767.02,43,4.2,3.46,4,6.5,32,80.7,0
49900.39,57,2.74,3.21,2,0.2,10,85.1,1
41952.93,19,3.97,2.53,6,9.0,19,28.6,1
87738.86,22,4.47,3.95,7,12.5,22,38.9,0
85001.04,36,2.55,3.37,3,7.6,4,29.8,0
107911.67,30,3.47,3.33,5,12.4,25,56.5,0
47023.73,22,3.53,2.23,6,0.5,22,48.2,0
54621.37,14,2.34,3.56,9,3.0,2,49.8,1
31076.47,23,2.1,2.55,6,0.4,16,19.2,1
51175.26,6,2.47,3.2,6,9.1,6,27.8,1
89199.28,45,3.16,4.05,3,15.2,8,52.3,0
49682.19,20,3.54,3.54,4,1.8,12,81.7,1
77357.43,49,2.9,3.43,6,3.8,16,65.0,0
55481.16,27,4.74,2.99,3,1.8,27,16.3,0
68160.66,34,4.02,3.12,4,2.4,15,11.0,0
37832.49,10,3.56,4.61,5,3.2,7,55.1,1
61950.06,47,2.86,4.05,7,7.8,4,19.5,1
18097.8,113,3.26,3.18,6,0.8,9,97.3,0
55561.26,25,4.08,3.43,8,0.9,19,54.1,0
31188.69,34,3.94,3.67,5,1.1,1,45.0,0
96993.36,37,3.93,3.81,3,0.3,16,27.1,0
81712.56,13,2.96,3.48,5,5.2,6,42.1,0
72161.97,15,2.78,2.26,3,1.1,6,19.7,0
110018.35,43,2.06,3.48,4,2.9,9,36.3,1
40963.36,19,3.62,3.44,1,5.8,19,59.2,0
120444.61,27,1.99,4.94,3,3.0,17,26.8,1
86931.58,34,3.19,5.0,2,11.8,12,31.5,0
54468.5,44,2.86,3.95,4,7.3,14,8.7,0
94301.09,28,3.38,3.03,4,1.6,6,33.5,0
38464.18,29,4.13,3.98,3,0.7,6,39.1,0
43053.31,103,4.28,2.31,1,11.2,22,51.3,0
46937.12,54,3.76,3.13,4,2.5,10,74.4,0
48455.88,25,2.59,2.36,2,2.4,3,27.7,0
39237.06,29,3.18,3.89,3,8.3,22,13.5,1
97658.62,82,2.5,2.65,1,0.0,9,29.7,1
53984.82,44,2.68,3.3,5,3.0,2,52.6,1
68940.7,58,3.59,3.47,6,6.3,16,3.0,0
47660.56,25,2.42,3.48,8,9.4,22,16.6,1
28904.68,23,2.84,3.17,5,10.8,23,18.8,1
66704.18,71,2.34,3.74,3,3.1,2,20.2,0
27864.2,30,3.73,2.62,7,9.4,23,22.4,0
58252.74,30,2.91,4.72,7,0.2,29,23.0,0
34636.87,24,1.43,2.78,4,1.8,24,42.7,1
132575.87,57,4.51,3.53,4,0.1,36,50.8,0
86210.31,35,4.01,3.94,5,0.9,35,78.7,0
62461.24,15,1.59,3.98,4,6.5,15,44.5,1
